term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Fall 2026,University Park,MATH,427,001,24196,Foundations of Geometry,,LEC,UGRD,M W F,11:15 AM-12:05 PM,Boucke Bldg 109,Anton Petrunin,10,20,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029506&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24196&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,435,001,21185,Basic Abstract Algebra,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Osmond Lab 110,Ae Ja Yee,29,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029518&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21185&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,436,001,21186,Linear Algebra,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Huck Life Sciences Bldg 013,John Lesieutre,2,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029520&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21186&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,436,002,21187,Linear Algebra,,LEC,UGRD,M W F,2:30 PM-3:20 PM,Thomas Bldg 216,Vladimir Itskov,24,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029520&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21187&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,441,001,21188,Matrix Algebra,,LEC,UGRD,M W F,10:10 AM-11:00 AM,Huck Life Sciences Bldg 013,Matthew Willyard,32,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029524&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21188&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,441,002,21189,Matrix Algebra,,LEC,UGRD,M W F,11:15 AM-12:05 PM,Willard Bldg 165,Matthew Willyard,15,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029524&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21189&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,448,001,23388,Mathematics of Finance,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Osmond Lab 207,Matthew Willyard,7,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=301846&CRSE_OFFER_NBR=2&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23388&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,451,001,22947,Numerical Computations,,LEC,UGRD,T Th,4:35 PM-5:50 PM,Walker Building 112,Junichiro Fukuyama,44,60,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: CMPSC/MATH 451,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029537&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22947&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,452,001,23777,Deep Learning Algorithms and Analysis,,LEC,UGRD,T Th,10:35 AM-11:50 AM,Osmond Lab 216,Leonid Berlyand,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=304617&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23777&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,455,001,21190,Introduction to Numerical Analysis I,,LEC,UGRD,M W F,11:15 AM-12:05 PM,Willard Bldg 373,Peilin Liu,10,10,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: CMPSC/MATH 455.1,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029543&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21190&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,455,002,22937,Introduction to Numerical Analysis I,,LEC,UGRD,M W F,12:20 PM-1:10 PM,Elec Eng West 203,Alexandre Milewski,9,10,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: CMPSC/MATH 455.2,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029543&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22937&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,455,003,23766,Introduction to Numerical Analysis I,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Nursing Sciences Bldg 316,David Nieves,11,23,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: CMPSC/MATH 455.3,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029543&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23766&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,467,001,23092,Factorization and Primality Testing,,LEC,UGRD,M W F,9:05 AM-9:55 AM,Huck Life Sciences Bldg 011,Naser Talebizadeh Sardari,1,30,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,This is a combined section class: CMPSC/MATH467.001-UP,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029559&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23092&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,468,001,22582,Mathematical Coding Theory,,LEC,UGRD,M W F,11:15 AM-12:05 PM,Osmond Lab 105,Kirsten Eisentraeger,33,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029562&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22582&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,470,001,24197,Algebra for Teachers,,LEC,UGRD,M W F,3:35 PM-4:25 PM,Music Bldg 100,Andrew Baxter,24,35,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029565&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=24197&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,484,001,21191,Linear Programs and Related Problems,,LEC,UGRD,WEB,10:10 AM-11:00 AM,,Wen Shen,19,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029582&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21191&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,484,002,21192,Linear Programs and Related Problems,,LEC,UGRD,T Th,10:35 AM-11:50 AM,Huck Life Sciences Bldg 011,Matthew Willyard,11,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029582&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21192&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,484,003,22452,Linear Programs and Related Problems,,LEC,UGRD,M W F,9:05 AM-9:55 AM,Thomas Bldg 124,Jonathan DeWitt,12,27,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029582&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22452&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,484,004,23331,Linear Programs and Related Problems,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Willard Bldg 367,Kenneth Czuprynski,17,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029582&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23331&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,485,001,21211,Graph Theory,,LEC,UGRD,M W F,2:30 PM-3:20 PM,Huck Life Sciences Bldg 013,Eve Vidalis,20,45,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029584&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21211&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,486,001,21212,Mathematical Theory of Games,,LEC,UGRD,M W F,10:10 AM-11:00 AM,Elec Eng East 132,Yang Xu,15,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029586&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21212&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,486,002,21213,Mathematical Theory of Games,,LEC,UGRD,M W F,1:25 PM-2:15 PM,Walker Building 124,Yang Xu,16,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029586&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21213&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,486,003,23183,Mathematical Theory of Games,,LEC,UGRD,M W F,2:30 PM-3:20 PM,Osmond Lab 109,Caroline VanBlargan,15,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029586&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23183&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,486,004,23554,Mathematical Theory of Games,,LEC,UGRD,WEB,,,Caroline VanBlargan,2,20,Y,Wait List,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029586&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23554&SSR_COMPONENT=LEC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494,001,21214,Research Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029592&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21214&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494,002,23740,Research Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029592&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23740&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,001,22447,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22447&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,002,22518,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22518&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,003,22957,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22957&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,004,22980,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22980&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,005,22982,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22982&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,006,23009,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23009&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,007,23010,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23010&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,008,23012,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23012&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,494H,009,23013,Thesis Project,,RSC,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029593&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=23013&SSR_COMPONENT=RSC,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,001,21215,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21215&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,002,21216,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21216&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,003,21217,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21217&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,004,21218,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21218&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,005,21219,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21219&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,006,21220,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21220&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,007,21245,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21245&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
Fall 2026,University Park,MATH,496,008,21246,Independent Studies,,IND,UGRD,APPT,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=UGRD&CRSE_ID=029595&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21246&SSR_COMPONENT=IND,2026-08-20T09:56:31-04:00,
