term,campus,subject,catalog_number,section,class_number,course_title,topic,component,career,meeting_days,meeting_times,meeting_location,instructor,seats_available,seats_total,waitlist_available,status,academic_session,meeting_dates,notes,detail_url,retrieved_at,related_to
Fall 2026,University Park,MATH,597,001,27298,Special Topics: Arithmetic Statistics,Arithmetic Statistics,LEC,GRAD,M W,3:35 PM-4:50 PM,McAllister Bldg 106,Shabnam Akhtari,17,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029749&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27298&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,597,002,27299,Special Topics: Lyapunov exponents,Lyapunov exponents,LEC,GRAD,T Th,9:05 AM-10:20 AM,McAllister Bldg 113,Jonathan DeWitt,15,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029749&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27299&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,597,003,27300,Special Topics: Quantum & Semiclassical Analys,Quantum & Semiclassical Analys,LEC,GRAD,M W F,3:35 PM-4:25 PM,McAllister Bldg 113,Felipe Hernandez,14,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029749&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27300&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,597,004,27382,Special Topics: Diff topology,Diff topology,LEC,GRAD,T Th,10:35 AM-11:50 AM,McAllister Bldg 106,Sergei Tabachnikov,15,22,Y,Open,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029749&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=27382&SSR_COMPONENT=LEC,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,001,21317,Thesis Research,,THE,GRAD,,,,Jairo Bochi,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21317&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,002,21318,Thesis Research,,THE,GRAD,,,,Leonid Berlyand,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21318&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,003,21355,Thesis Research,,THE,GRAD,,,,Alexei Novikov,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21355&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,004,21356,Thesis Research,,THE,GRAD,,,,Naser Talebizadeh Sardari,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21356&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,005,21357,Thesis Research,,THE,GRAD,,,,Toan Nguyen,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21357&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,006,21358,Thesis Research,,THE,GRAD,,,,Federico Rodriguez Hertz,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21358&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,007,21359,Thesis Research,,THE,GRAD,,,,Linda Westrick,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21359&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,008,21360,Thesis Research,,THE,GRAD,,,,James Brannick,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21360&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,009,21361,Thesis Research,,THE,GRAD,,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21361&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,010,21362,Thesis Research,,THE,GRAD,,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21362&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,011,21363,Thesis Research,,THE,GRAD,,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21363&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,600,012,21364,Thesis Research,,THE,GRAD,,,,To be Announced,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029771&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21364&SSR_COMPONENT=THE,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,001,21365,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Naser Talebizadeh Sardari,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21365&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,002,21366,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Jairo Bochi,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21366&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,003,21367,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Leonid Berlyand,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21367&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,004,21368,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,John Lesieutre,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=21368&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,005,22474,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Ludmil Zikatanov, Kenneth Czuprynski",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22474&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,006,22475,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Wenrui Hao,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22475&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,007,22476,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Adrian Ocneanu,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22476&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,008,22477,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Nigel Higson,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22477&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,009,22478,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Jack Huizenga,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22478&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,010,22479,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Yuriy Zarkhin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22479&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,011,22480,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Jeffrey Case,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22480&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,012,22481,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Xiantao Li,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22481&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,013,22482,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,James Brannick,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22482&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,014,22483,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Anna Mazzucato,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22483&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,015,22484,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Mihran Papikian,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22484&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,016,22485,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Paul Milewski,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22485&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,017,22486,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Yakov Pesin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22486&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,018,22487,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Alberto Bressan,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22487&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,019,22488,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Federico Rodriguez Hertz,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22488&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,020,22489,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Pierre-Emmanuel Jabin,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22489&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,021,22490,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Sergei Tabachnikov, John Lesieutre",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22490&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,022,22491,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Jan Reimann,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22491&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,023,22492,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Sergei Tabachnikov,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22492&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,024,22493,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Shabnam Akhtari,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22493&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,025,22505,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Jessica Conway, Tim Reluga",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22505&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,026,22687,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Dmitri Burago,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22687&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,027,22688,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Ae Ja Yee, George Andrews",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22688&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,028,22689,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,"Mathieu Stienon, Ping Xu",,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22689&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
Fall 2026,University Park,MATH,601,029,22690,Ph.D. Dissertation Full-Time,,DST,GRAD,,,,Toan Nguyen,,,,Closed,Regular Academic Session,08/24/2026 - 12/11/2026,,https://public.lionpath.psu.edu/psc/CSPRD_newwin/EMPLOYEE/PSFT_HR/c/PE_SR175_PUBLIC.SSR_CRSE_INFO_FL.GBL?Page=SSR_CRSE_INFO_FL&Action=U&ACAD_CAREER=GRAD&CRSE_ID=029772&CRSE_OFFER_NBR=1&INSTITUTION=PSU55&STRM=2268&CLASS_NBR=22690&SSR_COMPONENT=DST,2026-08-20T09:57:42-04:00,
